IdSubject,IdQuestion,x1a,x2a,x3a,x4a,p1a,p2a,p3a,p4a,x1b,x2b,x3b,x4b,p1b,p2b,p3b,p4b,Rank,UpDown,Preference,TimeChoice
10009157,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,2,1,2,2009.10.03.10.03.26
10009157,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,8,1,2,2009.10.03.10.08.43
10009157,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,4,2,2,2009.10.03.10.05.10
10009157,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,29,1,2,2009.10.03.10.21.34
10009157,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,12,1,2,2009.10.03.10.12.29
10009157,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,62,1,2,2009.10.03.10.32.16
10009157,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,70,1,2,2009.10.03.10.34.22
10009157,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,32,2,2,2009.10.03.10.22.40
10009157,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,33,1,2,2009.10.03.10.23.01
10009157,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,42,1,2,2009.10.03.10.26.47
10009157,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,1,1,1,2009.10.03.10.02.48
10009157,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,43,2,2,2009.10.03.10.26.59
10009157,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,67,2,2,2009.10.03.10.33.42
10009157,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,68,2,2,2009.10.03.10.34.04
10009157,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,65,1,2,2009.10.03.10.33.21
10009157,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,36,1,2,2009.10.03.10.24.41
10009157,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,34,2,2,2009.10.03.10.23.29
10009157,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,22,2,1,2009.10.03.10.18.06
10009157,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,61,1,2,2009.10.03.10.31.57
10009157,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,19,2,2,2009.10.03.10.16.19
10009157,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,59,1,2,2009.10.03.10.31.16
10009157,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,37,2,2,2009.10.03.10.25.05
10009157,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,20,2,2,2009.10.03.10.16.47
10009157,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,60,2,2,2009.10.03.10.31.28
10009157,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,17,1,2,2009.10.03.10.15.30
10009157,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,44,1,2,2009.10.03.10.27.09
10009157,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,57,1,2,2009.10.03.10.30.48
10009157,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,63,2,2,2009.10.03.10.32.29
10009157,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,25,2,2,2009.10.03.10.19.40
10009157,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,40,2,2,2009.10.03.10.26.03
10009157,49,100,,,,1,,,,13,186,,,0.45,0.55,,,28,2,2,2009.10.03.10.21.08
10009157,50,224,,,,1,,,,12,294,,,0.25,0.75,,,64,1,2,2009.10.03.10.33.00
10009157,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,46,1,2,2009.10.03.10.27.35
10009157,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,51,2,1,2009.10.03.10.28.58
10009157,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,54,1,2,2009.10.03.10.29.32
10009157,54,383,,,,1,,,,171,453,,,0.25,0.75,,,23,2,2,2009.10.03.10.18.19
10009157,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,35,1,2,2009.10.03.10.23.53
10009157,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,39,2,2,2009.10.03.10.25.30
10009157,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,14,1,2,2009.10.03.10.13.13
10009157,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,9,2,1,2009.10.03.10.10.06
10009157,59,259,,,,1,,,,172,345,,,0.45,0.55,,,13,1,2,2009.10.03.10.12.54
10009157,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,49,2,2,2009.10.03.10.28.25
10009157,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,56,1,2,2009.10.03.10.30.13
10009157,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,11,1,1,2009.10.03.10.11.33
10009157,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,41,2,2,2009.10.03.10.26.21
10009157,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,18,2,2,2009.10.03.10.15.50
10009157,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,10,1,2,2009.10.03.10.10.44
10009157,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,30,1,2,2009.10.03.10.22.05
10009157,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,69,1,2,2009.10.03.10.34.14
10009157,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,31,2,2,2009.10.03.10.22.26
10009157,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,38,2,1,2009.10.03.10.25.21
10009157,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,48,2,1,2009.10.03.10.28.13
10043086,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,37,1,2,2009.10.01.18.38.30
10043086,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,11,2,1,2009.10.01.18.31.58
10043086,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,44,2,2,2009.10.01.18.40.16
10043086,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,68,1,2,2009.10.01.18.45.58
10043086,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,13,1,1,2009.10.01.18.32.39
10043086,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,31,1,1,2009.10.01.18.37.12
10043086,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,30,1,1,2009.10.01.18.36.55
10043086,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,69,2,2,2009.10.01.18.46.01
10043086,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,14,1,1,2009.10.01.18.33.01
10043086,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,12,1,1,2009.10.01.18.32.14
10043086,11,64,188,313,,0.4,0.1,0.5,,2,126,251,375,0.25,0.4,0.1,0.25,21,2,2,2009.10.01.18.34.07
10043086,12,122,270,418,,0.15,0.8,0.05,,48,196,344,492,0.1,0.35,0.45,0.1,15,2,1,2009.10.01.18.33.20
10043086,13,224,416,,,0.55,0.45,,,95,352,480,,0.25,0.7,0.05,,35,2,1,2009.10.01.18.38.12
10043086,14,100,211,,,0.2,0.8,,,64,137,285,,0.2,0.5,0.3,,55,1,1,2009.10.01.18.42.33
10043086,15,257,427,,,0.8,0.2,,,143,370,484,,0.35,0.45,0.2,,63,2,2,2009.10.01.18.45.03
10043086,16,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,17,1,2,2009.10.01.18.33.33
10043086,17,219,448,,,0.2,0.8,,,143,296,372,601,0.1,0.1,0.7,0.1,39,1,2,2009.10.01.18.39.00
10043086,18,99,225,,,0.8,0.2,,,16,141,183,266,0.1,0.4,0.45,0.05,28,1,1,2009.10.01.18.36.09
10043086,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,8,1,2,2009.10.01.18.30.09
10043086,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,62,2,1,2009.10.01.18.44.38
10043086,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,34,2,1,2009.10.01.18.38.01
10043086,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,50,1,1,2009.10.01.18.41.39
10043086,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,56,1,1,2009.10.01.18.43.08
10043086,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,32,2,1,2009.10.01.18.37.24
10043086,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,4,2,1,2009.10.01.18.26.50
10043086,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,42,1,2,2009.10.01.18.39.59
10043086,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,60,1,1,2009.10.01.18.44.14
10043086,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,29,2,1,2009.10.01.18.36.44
10043086,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,10,1,1,2009.10.01.18.31.03
10043086,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,6,1,1,2009.10.01.18.28.38
10043086,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,64,1,1,2009.10.01.18.45.22
10043086,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,46,2,1,2009.10.01.18.40.59
10043086,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,16,1,1,2009.10.01.18.33.28
10043086,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,19,2,1,2009.10.01.18.33.49
10043086,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,51,1,2,2009.10.01.18.41.43
10043086,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,27,1,2,2009.10.01.18.35.50
10043086,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,43,1,2,2009.10.01.18.40.03
10043086,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,47,1,2,2009.10.01.18.41.08
10043086,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,67,1,1,2009.10.01.18.45.53
10043086,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,25,2,1,2009.10.01.18.34.52
10043086,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,36,2,2,2009.10.01.18.38.24
10043086,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,22,2,1,2009.10.01.18.34.11
10043086,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,33,2,1,2009.10.01.18.37.35
10043086,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,23,2,1,2009.10.01.18.34.18
10043086,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,70,1,2,2009.10.01.18.46.04
10043086,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,45,1,2,2009.10.01.18.40.36
10043086,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,58,1,2,2009.10.01.18.43.27
10043086,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,26,2,1,2009.10.01.18.35.24
10043086,49,100,,,,1,,,,13,186,,,0.45,0.55,,,1,1,1,2009.10.01.18.24.09
10043086,50,224,,,,1,,,,12,294,,,0.25,0.75,,,3,2,1,2009.10.01.18.26.01
10043086,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,54,1,2,2009.10.01.18.42.24
10043086,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,59,1,2,2009.10.01.18.44.04
10043086,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,61,2,2,2009.10.01.18.44.21
10043086,54,383,,,,1,,,,171,453,,,0.25,0.75,,,65,2,1,2009.10.01.18.45.33
10043086,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,2,1,1,2009.10.01.18.24.55
10043086,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,48,2,2,2009.10.01.18.41.25
10043086,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,40,2,1,2009.10.01.18.39.15
10043086,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,38,2,1,2009.10.01.18.38.50
10043086,59,259,,,,1,,,,172,345,,,0.45,0.55,,,9,1,2,2009.10.01.18.30.34
10043086,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,24,2,2,2009.10.01.18.34.39
10043086,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,18,1,1,2009.10.01.18.33.44
10043086,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,20,2,1,2009.10.01.18.33.57
10043086,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,5,1,1,2009.10.01.18.28.05
10043086,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,41,2,1,2009.10.01.18.39.24
10043086,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,7,2,2,2009.10.01.18.29.27
10043086,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,49,2,2,2009.10.01.18.41.34
10043086,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,66,2,2,2009.10.01.18.45.42
10043086,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,57,2,1,2009.10.01.18.43.19
10043086,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,52,2,2,2009.10.01.18.41.48
10043086,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,53,2,1,2009.10.01.18.42.05
10118861,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,27,2,1,2009.09.30.15.26.00
10118861,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,48,1,1,2009.09.30.15.29.32
10118861,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,44,2,1,2009.09.30.15.28.54
10118861,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,9,1,1,2009.09.30.15.22.33
10118861,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,40,2,2,2009.09.30.15.28.18
10118861,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,19,2,1,2009.09.30.15.24.32
10118861,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,42,2,1,2009.09.30.15.28.37
10118861,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,35,2,1,2009.09.30.15.27.15
10118861,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,13,1,1,2009.09.30.15.23.16
10118861,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,59,1,1,2009.09.30.15.31.09
10118861,11,64,188,313,,0.4,0.1,0.5,,2,126,251,375,0.25,0.4,0.1,0.25,36,2,1,2009.09.30.15.27.23
10118861,12,122,270,418,,0.15,0.8,0.05,,48,196,344,492,0.1,0.35,0.45,0.1,20,2,1,2009.09.30.15.24.43
10118861,13,224,416,,,0.55,0.45,,,95,352,480,,0.25,0.7,0.05,,23,2,1,2009.09.30.15.25.11
10118861,14,100,211,,,0.2,0.8,,,64,137,285,,0.2,0.5,0.3,,32,2,1,2009.09.30.15.26.49
10118861,15,257,427,,,0.8,0.2,,,143,370,484,,0.35,0.45,0.2,,7,2,1,2009.09.30.15.22.05
10118861,16,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,21,2,1,2009.09.30.15.24.52
10118861,17,219,448,,,0.2,0.8,,,143,296,372,601,0.1,0.1,0.7,0.1,57,2,1,2009.09.30.15.30.48
10118861,18,99,225,,,0.8,0.2,,,16,141,183,266,0.1,0.4,0.45,0.05,15,1,1,2009.09.30.15.23.45
10118861,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,64,1,1,2009.09.30.15.31.48
10118861,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,6,2,1,2009.09.30.15.21.55
10118861,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,65,1,1,2009.09.30.15.31.55
10118861,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,70,1,1,2009.09.30.15.32.27
10118861,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,38,1,1,2009.09.30.15.27.49
10118861,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,69,1,1,2009.09.30.15.32.23
10118861,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,18,2,2,2009.09.30.15.24.20
10118861,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,54,1,1,2009.09.30.15.30.25
10118861,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,26,1,1,2009.09.30.15.25.41
10118861,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,60,2,1,2009.09.30.15.31.13
10118861,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,31,2,1,2009.09.30.15.26.36
10118861,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,50,2,1,2009.09.30.15.29.51
10118861,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,45,1,1,2009.09.30.15.29.00
10118861,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,5,1,1,2009.09.30.15.21.43
10118861,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,17,2,2,2009.09.30.15.24.10
10118861,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,37,1,1,2009.09.30.15.27.36
10118861,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,66,2,1,2009.09.30.15.32.07
10118861,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,3,2,1,2009.09.30.15.21.23
10118861,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,10,2,1,2009.09.30.15.22.41
10118861,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,63,1,1,2009.09.30.15.31.39
10118861,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,4,2,1,2009.09.30.15.21.35
10118861,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,1,1,1,2009.09.30.15.21.02
10118861,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,47,1,2,2009.09.30.15.29.16
10118861,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,58,2,1,2009.09.30.15.30.58
10118861,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,22,1,1,2009.09.30.15.25.02
10118861,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,8,1,2,2009.09.30.15.22.24
10118861,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,49,1,1,2009.09.30.15.29.40
10118861,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,41,1,2,2009.09.30.15.28.30
10118861,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,51,1,1,2009.09.30.15.30.04
10118861,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,29,1,1,2009.09.30.15.26.19
10118861,49,100,,,,1,,,,13,186,,,0.45,0.55,,,53,2,1,2009.09.30.15.30.19
10118861,50,224,,,,1,,,,12,294,,,0.25,0.75,,,28,2,1,2009.09.30.15.26.10
10118861,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,67,1,1,2009.09.30.15.32.13
10118861,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,43,2,1,2009.09.30.15.28.45
10118861,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,55,1,1,2009.09.30.15.30.33
10118861,54,383,,,,1,,,,171,453,,,0.25,0.75,,,68,2,1,2009.09.30.15.32.17
10118861,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,56,2,2,2009.09.30.15.30.41
10118861,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,2,2,2,2009.09.30.15.21.13
10118861,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,14,1,1,2009.09.30.15.23.33
10118861,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,34,1,1,2009.09.30.15.27.06
10118861,59,259,,,,1,,,,172,345,,,0.45,0.55,,,33,1,1,2009.09.30.15.26.57
10118861,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,61,2,1,2009.09.30.15.31.21
10118861,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,39,2,1,2009.09.30.15.28.02
10118861,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,52,1,1,2009.09.30.15.30.13
10118861,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,12,1,1,2009.09.30.15.23.05
10118861,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,11,2,1,2009.09.30.15.22.57
10118861,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,46,2,2,2009.09.30.15.29.08
10118861,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,30,2,1,2009.09.30.15.26.27
10118861,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,24,1,2,2009.09.30.15.25.20
10118861,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,25,2,1,2009.09.30.15.25.31
10118861,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,16,2,1,2009.09.30.15.23.57
10118861,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,62,2,1,2009.09.30.15.31.29
10196816,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,9,1,2,2009.10.01.18.25.04
10196816,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,2,2,1,2009.10.01.18.24.05
10196816,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,44,2,1,2009.10.01.18.31.25
10196816,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,35,2,1,2009.10.01.18.30.25
10196816,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,34,2,1,2009.10.01.18.30.22
10196816,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,15,2,1,2009.10.01.18.26.09
10196816,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,31,1,1,2009.10.01.18.29.54
10196816,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,60,1,1,2009.10.01.18.33.24
10196816,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,17,1,1,2009.10.01.18.26.40
10196816,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,42,1,2,2009.10.01.18.31.10
